carr_way_no,road_id,start_name,end_name,location,latitude,longitude,cway_width,Shape__Length,traff_manage_level__0,traff_manage_level__1,traff_manage_level__2,traff_manage_level__3,traff_manage_level__4,traff_manage_level__5,traff_manage_level__6,traff_manage_level__7,count_Dayofyear,count_Week,count_Year,count_Month,count_Is_month_end,count_Is_month_start,count_Is_quarter_end,count_Is_quarter_start,count_Is_year_end,count_Is_year_start,count_Elapsed,adt,predicted_adt,rmse
5143,3081,1553,2725,2102,-36.98918476148634,174.9135939883309,7.3,768.8694542199388,1,0,0,0,0,0,0,0,69,10,2018,3,False,False,False,False,False,False,1520640000,15397.0,6293.500162457645,9103.499837542355
1479,3436,90,1091,2082,-36.65021467169638,174.6684000372029,7.0,618.99610671183,1,0,0,0,0,0,0,0,69,10,2018,3,False,False,False,False,False,False,1520640000,1759.0,2120.0925644028107,361.0925644028107
194,3201,401,2598,3748,-37.190177049150044,174.9839835104081,12.9,1813.6559647648,1,0,0,0,0,0,0,0,70,10,2018,3,False,False,False,False,False,False,1520726400,1461.0,2823.63,1362.63
5823,2578,1530,2249,499,-36.90427412870806,174.9140407520016,10.7,60.9984522380892,1,0,0,0,0,0,0,0,70,10,2018,3,False,False,False,False,False,False,1520726400,3775.0,5994.064532368503,2219.064532368503
168,3287,3235,1596,1965,-37.19220198172096,174.9836196849636,11.7,116.07705559455,0,0,1,0,0,0,0,0,70,10,2018,3,False,False,False,False,False,False,1520726400,11664.0,11524.203333333333,139.79666666666708
2586,2308,340,2509,2163,-36.8364082688439,174.60845095221333,8.8,298.286560384846,1,0,0,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,8312.0,6784.961444444444,1527.0385555555558
707,539,2553,4473,628,-36.35043902631286,174.7332637422735,7.0,1425.45447793379,1,0,0,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,1507.0,2560.08226984127,1053.0822698412699
1478,539,228,1221,3165,-36.37823071068107,174.7833966298191,6.3,3217.4793955452196,0,1,0,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,466.0,495.7,29.69999999999999
164,3287,1384,443,2130,-37.191264704595106,174.9873803396441,6.8,694.4788948222861,1,0,0,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,4283.0,3438.1022012288786,844.8977987711214
2593,2308,3850,2029,1000,-36.84385454202371,174.6242852530923,11.5,93.9161885500198,0,0,0,1,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,10766.0,16331.549460784316,5565.549460784316
2756,2320,1866,2606,789,-36.879154611755574,174.64635063079388,12.5,190.40225658557597,0,0,0,1,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,19673.0,17076.428787878787,2596.5712121212127
223,3305,2316,1698,2356,-37.197894748883904,174.95563638474732,11.5,347.110934112138,0,0,1,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,14203.0,13751.193333333333,451.8066666666673
1558,34,3549,770,271,-36.370522799568185,174.76525302623668,6.5,1316.2266685690304,0,1,0,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,339.0,335.8495238095238,3.1504761904761835
255,3363,2097,1570,73,-37.201867485791716,174.9071213759153,19.3,135.589342343381,1,0,0,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,11481.0,9834.953333333333,1646.046666666667
3377,1573,503,1390,280,-36.86256259775136,174.72686107054645,15.5,302.99570876318404,1,0,0,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,9900.0,7994.911666666667,1905.0883333333331
3112,2467,249,2572,203,-36.835539283294295,174.62528679751046,6.8,158.559558736329,1,0,0,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,4582.0,3951.868465476789,630.131534523211
68,3305,329,124,245,-37.19719858244422,174.9244105197053,11.9,453.432699632587,0,0,1,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,15112.0,14454.223333333333,657.7766666666666
103,3389,1460,937,251,-37.204910737433096,174.90898952374192,12.8,33.6606347228887,0,0,0,1,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,15126.0,17064.650802469136,1938.6508024691357
222,3305,1077,3481,1873,-37.19613446631645,174.94595835008147,11.8,873.91408141232,0,0,1,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,15126.0,14634.656666666666,491.34333333333416
77,3378,4071,367,1108,-37.196916564037544,174.91901802845237,9.6,283.2806494196101,0,0,0,1,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,13777.0,15932.446666666667,2155.4466666666667
95,3287,1077,1244,1168,-37.1961538911468,174.96769135647338,11.7,806.587605708261,0,0,1,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,18037.0,15090.403333333334,2946.5966666666664
5983,3221,3355,3003,1258,-37.185129517634685,174.9893822936346,5.4,366.848117455013,1,0,0,0,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,574.0,1329.7581337863169,755.7581337863169
2759,2320,748,4075,1524,-36.8716083039097,174.6458408480091,12.5,157.549863439534,0,0,0,1,0,0,0,0,71,11,2018,3,False,False,False,False,False,False,1520812800,25016.0,20182.878293650796,4833.121706349204
496,3099,522,859,1429,-37.05520636727215,174.95823084171818,11.6,92.00372295304199,1,0,0,0,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,13678.0,9315.026666666667,4362.973333333333
492,3143,916,1283,1981,-37.065063934837326,174.96763915559785,8.0,291.191857103529,1,0,0,0,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,5971.0,4146.025151515151,1824.9748484848487
488,3143,1941,3564,1284,-37.066318397478,174.9560984746746,10.5,119.13477538308399,0,0,0,1,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,15089.0,16351.480416666667,1262.4804166666672
296,3126,531,3968,970,-37.07430777021478,174.94819384543467,9.5,95.76022768500559,1,0,0,0,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,6434.0,4976.943333333334,1457.0566666666664
376,3116,3228,595,136,-37.06723558899414,174.9578653338056,10.1,360.70127691596605,1,0,0,0,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,7559.0,6699.983333333334,859.0166666666664
330,3112,1246,3029,3730,-37.08824277210506,174.94318424455227,10.2,553.276990121454,1,0,0,0,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,14577.0,12510.456031746033,2066.5439682539673
378,3112,524,3441,3726,-37.07520861899469,174.9427277398849,12.5,271.707872584193,0,0,0,1,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,19910.0,15075.666666666666,4834.333333333334
494,3099,2135,2031,477,-37.06121006949937,174.94941073340541,12.2,204.00173523703305,0,0,0,1,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,14566.0,15517.264691358025,951.2646913580247
438,3107,2964,3778,627,-37.06542121306456,174.93607856168796,6.0,186.01799820851602,1,0,0,0,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,13946.0,2843.2490382395385,11102.750961760461
390,3102,885,910,1585,-37.06852135401322,174.9662213678067,9.9,142.196841465102,1,0,0,0,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,5923.0,6803.64,880.6400000000003
340,3112,2415,695,3720,-37.068002018929626,174.94360109146655,12.5,75.5615197258017,0,0,0,1,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,16401.0,14263.18,2137.8199999999997
470,3150,1941,3564,649,-37.06140945909132,174.95536509087623,9.2,139.156997908091,1,0,0,0,0,0,0,0,72,11,2018,3,False,False,False,False,False,False,1520899200,5237.0,4182.832725022105,1054.1672749778954
5304,2988,326,364,273,-37.026108006453626,174.88394429035918,10.6,338.450180121344,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,5570.0,5118.528946509918,451.47105349008234
293,2849,911,2983,85,-37.05340832595686,174.96721437820796,9.5,144.165640032623,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,7208.0,3502.1691927990705,3705.8308072009295
3692,1258,3703,2556,1059,-36.8562754016491,174.84647659665583,9.2,317.001194382343,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,3051.0,4027.7458019772566,976.7458019772566
381,3114,1533,2887,357,-37.055295901094034,174.9582668792267,10.0,336.00287192759,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,4230.0,6156.832698412698,1926.832698412698
5301,2988,323,3459,1199,-37.023224237880136,174.87538631153382,10.6,263.662840922439,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,6917.0,6440.24579066859,476.7542093314096
374,3116,418,1020,1621,-37.07649111930597,174.96824946207337,12.2,987.016769663608,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,3979.0,4699.446666666667,720.4466666666667
499,3131,1642,3850,67,-37.0587948985871,174.94225278597165,10.8,169.522653905687,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,10184.0,6362.9393650793645,3821.0606349206355
2477,773,1552,194,578,-36.7755511718585,174.73269404566173,10.8,287.782789402524,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,9254.0,8911.518299635007,342.48170036499323
318,3134,210,4549,216,-37.06458084928514,174.94557191867816,12.0,225.70677416626597,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,7594.0,6938.513333333333,655.4866666666667
3753,1277,2372,1150,546,-36.866945876058885,174.8592749282002,10.2,60.002714538107604,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,7717.0,6683.8744582934605,1033.1255417065395
2463,781,3574,3095,1495,-36.74666873157528,174.70544314748932,10.1,258.871795456322,0,0,0,1,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,18244.0,15087.79,3156.209999999999
2288,1116,482,2385,265,-36.720266144641506,174.748402785056,10.0,518.256212843594,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,5321.0,6659.089365079365,1338.089365079365
3577,1335,2990,2867,110,-36.88160233550517,174.79713497534252,11.5,389.974818066903,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,3202.0,6033.312666666667,2831.3126666666667
3758,1354,133,4359,182,-36.86707530553386,174.86940773769768,7.7,216.998394987579,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,2430.0,3616.1202380952377,1186.1202380952377
3762,1393,3306,1845,498,-36.87384953501221,174.84949121371486,11.2,404.919045877792,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,7642.0,6805.050903964457,836.9490960355433
411,3198,2273,855,2079,-37.03249017834435,174.95189134667854,7.7,1413.22750872233,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,2568.0,3295.912423280424,727.9124232804238
3722,1526,84,3507,469,-36.853889505194395,174.84630702930042,11.2,148.99732053541,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,3970.0,5893.664255050506,1923.6642550505057
345,3155,3744,1520,106,-37.041040536424376,174.91446788795776,11.6,60.1376991767081,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,5325.0,9228.62111111111,3903.6211111111097
505,3131,2817,3151,2537,-37.02923670608232,174.92596385218428,9.6,266.893509183126,0,0,1,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,14770.0,14313.326666666666,456.6733333333341
5485,3081,3664,123,2949,-36.996884539674774,174.92846218668743,7.5,1228.4148064641001,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,1583.0,3386.7156554313383,1803.7156554313383
5141,3081,2268,4063,2641,-36.996795106989566,174.92508890627002,7.5,501.19041200071405,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,1772.0,4072.0451586615054,2300.0451586615054
302,3183,2816,38,2692,-37.02892701591794,174.94549368650212,9.0,1059.39890848417,0,0,1,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,15496.0,13669.223333333333,1826.7766666666666
426,3165,2855,3321,488,-37.038745791570726,174.92038025369823,10.0,140.103262744779,1,0,0,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,9657.0,8711.525514504652,945.4744854953478
2464,781,3077,3965,1200,-36.74316446286307,174.7046711871121,10.3,482.502382600196,0,0,0,1,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,17223.0,15014.34777777778,2208.6522222222193
421,3100,1052,4345,1041,-37.04630517972984,174.9541903653392,9.5,951.512807768334,0,0,1,0,0,0,0,0,73,11,2018,3,False,False,False,False,False,False,1520985600,14005.0,13294.043333333333,710.9566666666669
814,458,2053,328,239,-36.60387236825393,174.69598805870243,11.0,519.987020921402,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,11033.0,12146.543333333333,1113.543333333333
864,416,647,1869,3172,-36.679841436719975,174.5105419264649,7.8,3756.88193344891,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,1969.0,3572.4133333333334,1603.4133333333334
1229,135,3855,4253,506,-36.62128196517888,174.72584601087902,8.6,306.004752025821,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,2765.0,2890.291263736264,125.29126373626423
1183,168,616,1710,695,-36.5862674534599,174.6877897994861,7.5,462.338486968481,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,5389.0,3936.488547619048,1452.511452380952
973,337,2163,4195,563,-36.34879919998856,174.71321429099285,6.0,699.4038547438049,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,2214.0,4496.806785185185,2282.8067851851847
976,336,3777,1544,1455,-36.38510321948185,174.6599631810602,7.5,2489.25774908348,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,8964.0,7952.446666666667,1011.5533333333333
781,486,3826,1670,708,-36.395795895690995,174.67403882879523,7.0,3360.8788264403497,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,7966.0,7097.409166666666,868.5908333333336
1535,604,3140,3488,1150,-36.31901526564293,174.55021029542652,7.0,2370.27393545909,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,2552.0,2682.6540586080587,130.65405860805868
1500,669,3976,1634,82,-36.58500021104165,174.68497910331166,16.0,578.005400383749,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,11319.0,8439.073333333334,2879.9266666666663
1501,669,2065,3630,1724,-36.588207967549415,174.6671200001847,10.0,1222.9870945948599,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,11733.0,9155.605891472867,2577.3941085271326
2720,2303,2831,1685,450,-36.85935051502906,174.6477427789352,7.4,134.932566175882,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,1873.0,2708.1176925949844,835.1176925949844
2890,2423,3605,2566,152,-36.8633980598627,174.65030879979827,5.8,266.890175992487,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,1715.0,2073.2538052696464,358.25380526964636
2891,2423,1532,3871,616,-36.86241675689514,174.65152161458332,5.8,108.15617712857001,1,0,0,0,0,0,0,0,74,11,2018,3,False,False,False,False,False,False,1521072000,698.0,2608.329706594604,1910.329706594604
3824,1247,1760,2781,1496,-36.88730645672224,174.8267683319671,13.3,457.456083439152,0,0,0,1,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,22298.0,21287.458978070175,1010.5410219298246
3398,1670,481,3355,424,-36.73191052074528,174.5016507058323,18.0,159.00197506649,1,0,0,0,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,10599.0,9935.346666666666,663.6533333333336
4606,2203,2472,1360,422,-36.88396542435089,174.83651772166982,14.7,144.638256824694,0,0,0,1,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,23808.0,25517.263847117792,1709.2638471177925
4148,1545,3816,1789,1116,-36.87431142961238,174.76217395776237,14.0,52.9983716194318,0,0,0,1,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,16039.0,17190.48858974359,1151.4885897435888
3633,1338,3377,3841,100,-36.875054697390986,174.84269912855927,13.0,103.83412596812799,0,0,0,1,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,16751.0,17449.94638888889,698.9463888888895
3453,1580,1268,2391,1021,-36.878526171806506,174.7745226680603,14.8,335.999508209143,1,0,0,0,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,8112.0,7853.159555555556,258.8404444444441
3831,1247,1891,2146,363,-36.887978427106646,174.81527166563234,13.0,637.751029204451,0,0,0,1,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,22681.0,25323.558835978838,2642.558835978838
2376,1201,2119,2411,261,-36.72043431774845,174.72141150545391,8.0,208.25812270897399,0,1,0,0,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,2074.0,1974.64,99.3599999999999
3397,1670,2850,3599,144,-36.86320219951942,174.73678048593956,18.0,57.9978946562356,1,0,0,0,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,11559.0,8330.219942528736,3228.7800574712637
5547,3418,2371,1076,724,-36.88317683658957,174.78416757282173,12.0,77.9980000215868,1,0,0,0,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,12231.0,7951.998962962963,4279.001037037037
1624,727,4056,1984,2181,-36.64610150083009,174.64332179528802,10.0,829.897182599001,1,0,0,0,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,8985.0,7625.309224806201,1359.6907751937988
1628,727,278,3807,3398,-36.691354376568974,174.6702847857307,11.5,1948.3043470913894,1,0,0,0,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,9495.0,9144.793333333333,350.20666666666693
1622,727,3249,3105,276,-36.62706439969165,174.65890947879168,14.0,377.65635082675203,0,0,1,0,0,0,0,0,75,11,2018,3,False,False,False,False,False,False,1521158400,15311.0,14067.766666666666,1243.2333333333336
2398,962,1987,3130,828,-36.720219615644716,174.70124155387632,11.0,508.2216799358,1,0,0,0,0,0,0,0,76,11,2018,3,False,False,False,False,False,False,1521244800,3890.0,8154.021054680031,4264.021054680031
1409,227,4092,3589,378,-36.293710002912725,174.80171415821755,9.0,293.90391370219,1,0,0,0,0,0,0,0,76,11,2018,3,False,False,False,False,False,False,1521244800,1891.0,3032.950253968254,1141.950253968254
1455,408,2919,4194,3188,-36.262934316798436,174.7059269391156,6.5,2277.1944286704997,0,1,0,0,0,0,0,0,76,11,2018,3,False,False,False,False,False,False,1521244800,350.0,407.18333333333334,57.18333333333334
1393,408,3053,1534,3625,-36.27816827043381,174.77468221969312,6.5,1969.43994167165,0,1,0,0,0,0,0,0,76,11,2018,3,False,False,False,False,False,False,1521244800,372.0,455.31322222222224,83.31322222222224
1777,758,3983,29,2913,-36.72934342167499,174.751430496635,9.7,322.46733689610903,1,0,0,0,0,0,0,0,76,11,2018,3,False,False,False,False,False,False,1521244800,6256.0,7674.456666666667,1418.456666666667
1151,199,2164,1444,38,-36.3125247874747,174.6924161890122,3.5,3623.229003185,0,1,0,0,0,0,0,0,79,12,2018,3,False,False,False,False,False,False,1521504000,247.0,225.61,21.389999999999986
1618,532,3045,3167,2669,-36.699030897381576,174.64527636262767,7.2,2911.6005671356797,1,0,0,0,0,0,0,0,79,12,2018,3,False,False,False,False,False,False,1521504000,1386.0,2830.5022475566393,1444.5022475566393
1364,15,2163,1221,106,-36.36836321636456,174.68191061989776,6.0,244.232167364849,0,1,0,0,0,0,0,0,79,12,2018,3,False,False,False,False,False,False,1521504000,234.0,271.5233333333333,37.52333333333331
793,475,3489,1444,100,-36.70412695948186,174.62469769388494,6.0,1956.8580482325601,0,1,0,0,0,0,0,0,79,12,2018,3,False,False,False,False,False,False,1521504000,288.0,293.63357142857143,5.633571428571429
715,532,716,3407,129,-36.715834936049795,174.6333301746661,6.6,1859.60936757012,1,0,0,0,0,0,0,0,79,12,2018,3,False,False,False,False,False,False,1521504000,1727.0,2628.173686845302,901.1736868453022
4877,2692,2196,2731,3688,-37.02594147801844,174.90116153746018,13.0,330.334455041292,0,0,0,1,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,16664.0,18729.38074074074,2065.3807407407403
5318,2708,3449,2732,1786,-37.011779578021006,174.9142054734927,11.7,80.7763416399447,0,0,0,1,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,17727.0,16120.970416666667,1606.029583333333
4857,2686,1647,2223,999,-37.013289197248795,174.90328512668626,10.6,112.999453155447,0,0,0,1,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,5847.0,16980.994882706374,11133.994882706374
4773,2622,2326,2119,322,-37.02941806937008,174.89116449714237,9.9,118.705232690844,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,6436.0,3988.778001526251,2447.221998473749
4856,2686,2346,1779,1189,-37.01436382413398,174.90484048937176,15.0,135.007463927853,0,0,0,1,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,19395.0,18205.608494949494,1189.3915050505057
2468,1186,2077,1540,951,-36.75924588907285,174.72025103989927,13.0,279.781043074808,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,9313.0,7945.398746297181,1367.6012537028191
5704,2777,2489,837,305,-37.01974043873343,174.8927117215527,12.4,223.724339407355,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,7255.0,8700.4,1445.3999999999996
5448,2970,377,1322,1476,-37.04973145790222,174.8861924305543,10.8,137.070258810008,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,3860.0,6620.8740148148145,2760.8740148148145
3367,1542,1369,4115,376,-36.86454160216663,174.71905324598316,12.2,441.779753045268,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,5151.0,6788.876666666667,1637.876666666667
3603,1534,2353,4342,239,-36.89186049654436,174.80242519400474,11.2,288.135847433096,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,4511.0,6188.990191661512,1677.9901916615117
4856,2686,2346,1779,1189,-37.01436382413398,174.90484048937176,15.0,135.007463927853,0,0,0,1,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,19172.0,18205.608494949494,966.3915050505057
2466,781,3438,580,49,-36.73400088119217,174.70758174038266,17.2,84.5320074002334,0,0,0,1,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,17669.0,19042.893333333333,1373.8933333333334
2410,1246,49,989,88,-36.761009440490845,174.70670171155118,9.9,274.212044278246,0,0,1,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,6317.0,20895.18,14578.18
2393,1218,3725,906,163,-36.77071757267229,174.7414923806654,4.6,308.695003715005,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,5781.0,3354.425166666667,2426.574833333333
1832,782,3587,1754,1713,-36.74157657787539,174.71605980832345,11.0,225.94043334142899,0,0,0,1,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,18812.0,15452.963333333333,3359.036666666667
2399,1197,1405,2093,985,-36.732081161518884,174.72506465133256,10.5,263.031875242277,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,15443.0,6527.858434269435,8915.141565730566
5389,2708,63,970,2466,-37.003287040217046,174.92326356714662,10.8,220.934714745787,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,1266.0,7048.2733333333335,5782.2733333333335
3369,1544,3989,3739,51,-36.873083052758275,174.7323147240506,11.8,109.72502987638599,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,3755.0,5762.3263809523805,2007.3263809523805
4880,2692,1435,837,3677,-37.01654552914685,174.8929808825265,13.0,381.891534028305,0,0,0,1,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,18997.0,18068.606296296297,928.3937037037031
3989,1984,2428,2518,132,-36.874973656903656,174.73617195276387,12.3,157.10962873257,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,9581.0,7706.3,1874.6999999999998
389,3096,1002,1130,184,-37.89917667600806,176.1516334349757,7.4,114.782427484448,1,0,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,1378.0,2738.4657297979797,1360.4657297979797
969,337,1343,1223,3179,-36.310776708296046,174.6923672599261,5.5,1660.63026155877,0,1,0,0,0,0,0,0,80,12,2018,3,False,False,False,False,False,False,1521590400,972.0,713.5866666666667,258.4133333333333
1836,782,1349,1850,469,-36.73531765780249,174.7293702352628,11.0,406.587226968497,0,0,0,1,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,15015.0,13660.02,1354.9799999999996
1835,782,1605,2883,950,-36.73630110802334,174.72495751415693,11.0,593.771262716186,0,0,0,1,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,12504.0,13670.137777777776,1166.1377777777761
1833,782,3730,3980,1525,-36.74056236305544,174.71888192006514,10.0,366.226448236232,0,0,0,1,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,17340.0,15219.91,2120.09
5426,2775,859,4444,2449,-37.034856252472856,174.87106301189164,12.4,211.724638032793,0,0,0,1,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,10448.0,13715.883333333333,3267.883333333333
2845,2385,1729,4421,973,-36.82404363172402,174.62486419629624,11.0,227.006795531755,1,0,0,0,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,10273.0,6561.608194444445,3711.391805555555
2394,964,2337,1142,467,-36.72433161929002,174.71368283752818,14.0,145.133983153617,1,0,0,0,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,16585.0,11081.892666666667,5503.107333333333
4820,2657,3066,866,103,-37.02161652658492,174.86244268525508,10.8,128.98263738011698,1,0,0,0,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,6936.0,5469.198225579975,1466.8017744200251
5815,2974,118,1527,1922,-37.03160364858603,174.8755586709642,12.0,305.149105767779,1,0,0,0,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,14248.0,12429.59696969697,1818.4030303030304
2079,967,755,125,453,-36.744558565990346,174.731716846376,11.5,696.192958867176,0,0,0,1,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,20355.0,17114.505,3240.494999999999
5737,3063,3067,2203,290,-37.00518482521387,174.857321621339,10.0,577.396441494882,0,0,1,0,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,3955.0,16058.87,12103.87
4698,2582,1140,3433,2121,-37.018638952081965,174.8632242300943,11.8,157.076406443205,0,0,0,1,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,16156.0,16211.30273989899,55.302739898990694
5279,2974,859,4445,2329,-37.03617261590884,174.8693189819553,11.9,336.459412705513,1,0,0,0,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,14617.0,10810.458730650154,3806.5412693498456
5165,2890,359,531,1502,-37.01819932712499,174.8705419727557,10.5,292.41706893554,1,0,0,0,0,0,0,0,81,12,2018,3,False,False,False,False,False,False,1521676800,7126.0,6783.139107407407,342.8608925925928
